CallNumber,CallType,CallDate,Battalion
200012037,Medical Incident,01/01/2020,B02
200330115,Medical Incident,02/02/2020,B04
200090150,Medical Incident,01/09/2020,B01
200363666,Medical Incident,02/05/2020,B01
200302288,Medical Incident,01/30/2020,B02
200050522,Medical Incident,01/05/2020,B02
200021184,Medical Incident,01/02/2020,B03
200283954,Alarms,01/28/2020,B03
200093023,Medical Incident,01/09/2020,B01
200120158,Medical Incident,01/12/2020,B02
200192898,Medical Incident,01/19/2020,B06
200401627,Alarms,02/09/2020,B02
200271176,Medical Incident,01/27/2020,B02
200052163,Medical Incident,01/05/2020,B09
200072168,Medical Incident,01/07/2020,B02
200311560,Alarms,01/31/2020,B10
200073175,Medical Incident,01/07/2020,B03
200233239,Medical Incident,01/23/2020,B02
200301556,Medical Incident,01/30/2020,B03
200332224,Structure Fire,02/02/2020,B09
200263050,Medical Incident,01/26/2020,B05
200362774,Medical Incident,02/05/2020,B08
200294300,Medical Incident,01/29/2020,B02
200042163,Structure Fire,01/04/2020,B07
200074005,Medical Incident,01/07/2020,B02
200050487,Alarms,01/05/2020,B04
200012589,Medical Incident,01/01/2020,B04
200240833,Medical Incident,01/24/2020,B10
200091474,Medical Incident,01/09/2020,B01
200361363,Medical Incident,02/05/2020,B05
200032937,Medical Incident,01/03/2020,B09
200061363,Medical Incident,01/06/2020,B09
200240408,Alarms,01/24/2020,B03
200213255,Medical Incident,01/21/2020,B02
200041686,Medical Incident,01/04/2020,B01
200150043,Medical Incident,01/15/2020,B04
200293440,Medical Incident,01/29/2020,B01
200141732,Medical Incident,01/14/2020,B10
200113406,Medical Incident,01/11/2020,B03
200262956,Alarms,01/26/2020,B08
200281674,Medical Incident,01/28/2020,B02
200263729,Alarms,01/26/2020,B05
200331079,Alarms,02/02/2020,B01
200240076,Alarms,01/24/2020,B02
200040819,Structure Fire,01/04/2020,B02
200392283,Medical Incident,02/08/2020,B10
200042182,Medical Incident,01/04/2020,B04
200103747,Medical Incident,01/10/2020,B02
200150264,Medical Incident,01/15/2020,B02
200183550,Medical Incident,01/18/2020,B04
200241387,Medical Incident,01/24/2020,B02
200030170,Medical Incident,01/03/2020,B09
200192599,Medical Incident,01/19/2020,B05
200042588,Alarms,01/04/2020,B02
200333146,Traffic Collision,02/02/2020,B09
200112656,Medical Incident,01/11/2020,B06
200191214,Medical Incident,01/19/2020,B06
200051313,Medical Incident,01/05/2020,B10
200033630,Medical Incident,01/03/2020,B10
200030057,Medical Incident,01/03/2020,B02
200190698,Alarms,01/19/2020,B02
200210875,Medical Incident,01/21/2020,B06
200390353,Medical Incident,02/08/2020,B02
200014135,Medical Incident,01/01/2020,B02
200040202,Medical Incident,01/04/2020,B07
200393066,Medical Incident,02/08/2020,B02
200063879,Medical Incident,01/06/2020,B06
200010978,Citizen Assist / Service Call,01/01/2020,B02
200220151,Medical Incident,01/22/2020,B10
200032286,Smoke Investigation (Outside),01/03/2020,B09
200122826,Alarms,01/12/2020,B01
200080586,Medical Incident,01/08/2020,B02
200233708,Alarms,01/23/2020,B03
200181710,Odor (Strange / Unknown),01/18/2020,B10
200172177,Medical Incident,01/17/2020,B02
200353817,Water Rescue,02/04/2020,B01
200351945,Medical Incident,02/04/2020,B03
200012567,Medical Incident,01/01/2020,B02
200153120,Medical Incident,01/15/2020,B09
200013823,Medical Incident,01/01/2020,B03
200232734,Medical Incident,01/23/2020,B03
200262132,Medical Incident,01/26/2020,B02
200171343,Medical Incident,01/17/2020,B05
200352954,Medical Incident,02/04/2020,B07
200191117,Medical Incident,01/19/2020,B03
200091720,Alarms,01/09/2020,B10
200091963,Alarms,01/09/2020,B03
200092056,Alarms,01/09/2020,B09
200092124,Medical Incident,01/09/2020,B04
200313836,Gas Leak (Natural and LP Gases),01/31/2020,B04
200250134,Medical Incident,01/25/2020,B03
200070327,Medical Incident,01/07/2020,B05
200152532,Medical Incident,01/15/2020,B01
200241131,Alarms,01/24/2020,B05
200372174,Medical Incident,02/06/2020,B03
200111228,Medical Incident,01/11/2020,B06
200232472,Medical Incident,01/23/2020,B05
200093674,Alarms,01/09/2020,B02
200093707,Structure Fire,01/09/2020,B04
200351377,Medical Incident,02/04/2020,B01
200263323,Alarms,01/26/2020,B02
200270490,Structure Fire,01/27/2020,B05
200163582,Medical Incident,01/16/2020,B02
200210121,Alarms,01/21/2020,B03
200060116,Medical Incident,01/06/2020,B02
200343094,Medical Incident,02/03/2020,B02
200020221,Medical Incident,01/02/2020,B09
200234161,Medical Incident,01/23/2020,B02
200051120,Medical Incident,01/05/2020,B02
200303790,Traffic Collision,01/30/2020,B03
200121696,Medical Incident,01/12/2020,B02
200050390,Medical Incident,01/05/2020,B02
200083481,Structure Fire,01/08/2020,B03
200252883,Medical Incident,01/25/2020,B03
200134042,Medical Incident,01/13/2020,B09
200032139,Medical Incident,01/03/2020,B08
200281237,Medical Incident,01/28/2020,B08
200091922,Medical Incident,01/09/2020,B02
200150352,Medical Incident,01/15/2020,B02
200060580,Medical Incident,01/06/2020,B05
200222653,Medical Incident,01/22/2020,B08
200053064,Medical Incident,01/05/2020,B08
200020799,Medical Incident,01/02/2020,B06
200133348,Structure Fire,01/13/2020,B04
200201501,Medical Incident,01/20/2020,B01
200140129,Medical Incident,01/14/2020,B05
200381929,Medical Incident,02/07/2020,B01
200360591,Medical Incident,02/05/2020,B09
200031133,Medical Incident,01/03/2020,B06
200112936,Medical Incident,01/11/2020,B06
200292988,Alarms,01/29/2020,B06
200123528,Medical Incident,01/12/2020,B02
200232680,Traffic Collision,01/23/2020,B08
200373045,Medical Incident,02/06/2020,B03
200020757,Medical Incident,01/02/2020,B02
200272298,Medical Incident,01/27/2020,B09
200053235,Medical Incident,01/05/2020,B09
200013461,Medical Incident,01/01/2020,B10
200270673,Traffic Collision,01/27/2020,B10
200051871,Traffic Collision,01/05/2020,B99
200381530,Citizen Assist / Service Call,02/07/2020,B08
200052140,Medical Incident,01/05/2020,B05
200213389,Medical Incident,01/21/2020,B02
200103033,Medical Incident,01/10/2020,B02
200203508,Gas Leak (Natural and LP Gases),01/20/2020,B07
200041227,Structure Fire,01/04/2020,B02
200083907,Medical Incident,01/08/2020,B03
200343253,Medical Incident,02/03/2020,B03
200071711,Medical Incident,01/07/2020,B02
200133318,Structure Fire,01/13/2020,B01
200351337,Medical Incident,02/04/2020,B08
200343119,Medical Incident,02/03/2020,B02
200171626,Medical Incident,01/17/2020,B08
200080021,Medical Incident,01/08/2020,B05
200273622,Alarms,01/27/2020,B04
200093317,Medical Incident,01/09/2020,B03
200353284,Odor (Strange / Unknown),02/04/2020,B03
200013382,High Angle Rescue,01/01/2020,B04
200392722,Medical Incident,02/08/2020,B01
200090748,Alarms,01/09/2020,B03
200391434,Medical Incident,02/08/2020,B03
200363724,Medical Incident,02/05/2020,B02
200383587,Medical Incident,02/07/2020,B02
200131019,Medical Incident,01/13/2020,B08
200023453,Medical Incident,01/02/2020,B06
200351464,Medical Incident,02/04/2020,B08
200103288,Medical Incident,01/10/2020,B10
200010494,Medical Incident,01/01/2020,B03
200140635,Medical Incident,01/14/2020,B09
200030356,Structure Fire,01/03/2020,B02
200262697,Medical Incident,01/26/2020,B03
200282355,Medical Incident,01/28/2020,B09
200300794,Medical Incident,01/30/2020,B05
200294122,Medical Incident,01/29/2020,B02
200230688,Citizen Assist / Service Call,01/23/2020,B04
200263394,Medical Incident,01/26/2020,B08
200331618,Medical Incident,02/02/2020,B01
200010450,Medical Incident,01/01/2020,B09
200240215,Medical Incident,01/24/2020,B03
200281344,Medical Incident,01/28/2020,B08
200052297,Medical Incident,01/05/2020,B03
200240540,Medical Incident,01/24/2020,B04
200260796,Medical Incident,01/26/2020,B10
200182327,Water Rescue,01/18/2020,B07
200401034,Medical Incident,02/09/2020,B07
200233376,Medical Incident,01/23/2020,B01
200170937,Medical Incident,01/17/2020,B03
200024033,Citizen Assist / Service Call,01/02/2020,B08
200333634,Medical Incident,02/02/2020,B10
200262614,Alarms,01/26/2020,B10
200340405,Medical Incident,02/03/2020,B06
200043161,Alarms,01/04/2020,B03
200051536,Medical Incident,01/05/2020,B07
200330854,Alarms,02/02/2020,B08
200291975,Medical Incident,01/29/2020,B01
200261290,Medical Incident,01/26/2020,B06
200272771,Traffic Collision,01/27/2020,B08
200071913,Medical Incident,01/07/2020,B10
200072404,Medical Incident,01/07/2020,B09
200093255,Medical Incident,01/09/2020,B01
200012374,Medical Incident,01/01/2020,B02
200041482,Medical Incident,01/04/2020,B02
200153837,Medical Incident,01/15/2020,B06
200151778,Medical Incident,01/15/2020,B02
200084260,Medical Incident,01/08/2020,B05
200361000,Medical Incident,02/05/2020,B09
200331574,Medical Incident,02/02/2020,B01
200120572,Medical Incident,01/12/2020,B04
200061656,Medical Incident,01/06/2020,B03
200172300,Medical Incident,01/17/2020,B07
200010679,Medical Incident,01/01/2020,B01
200121970,Medical Incident,01/12/2020,B01
200041011,Medical Incident,01/04/2020,B03
200401371,Electrical Hazard,02/09/2020,B07
200153991,Alarms,01/15/2020,B03
200330007,Medical Incident,02/02/2020,B02
200353891,Alarms,02/04/2020,B02
200140982,Medical Incident,01/14/2020,B02
200270881,Medical Incident,01/27/2020,B08
200220847,Medical Incident,01/22/2020,B09
200383808,Medical Incident,02/07/2020,B10
200130025,Medical Incident,01/13/2020,B04
200102420,Medical Incident,01/10/2020,B03
200351872,Alarms,02/04/2020,B10
200364026,Traffic Collision,02/05/2020,B07
200283396,Medical Incident,01/28/2020,B02
200053531,Medical Incident,01/05/2020,B06
200280576,Alarms,01/28/2020,B09
200293284,Medical Incident,01/29/2020,B09
200052602,Traffic Collision,01/05/2020,B09
200352885,Medical Incident,02/04/2020,B02
200313428,Structure Fire,01/31/2020,B07
200390092,Medical Incident,02/08/2020,B04
200093284,Structure Fire,01/09/2020,B06
200052873,Medical Incident,01/05/2020,B03
200301334,Alarms,01/30/2020,B01
200051729,Medical Incident,01/05/2020,B03
200200528,Medical Incident,01/20/2020,B04
200241068,Medical Incident,01/24/2020,B03
200200054,Traffic Collision,01/20/2020,B08
200233392,Medical Incident,01/23/2020,B01
200131183,Medical Incident,01/13/2020,B03
200102622,Medical Incident,01/10/2020,B02
200091078,Electrical Hazard,01/09/2020,B05
200160944,Medical Incident,01/16/2020,B10
200340549,Medical Incident,02/03/2020,B04
200191034,Medical Incident,01/19/2020,B02
200203865,Medical Incident,01/20/2020,B08
200081537,Medical Incident,01/08/2020,B05
200222357,Alarms,01/22/2020,B01
200083629,Alarms,01/08/2020,B09
200083256,Medical Incident,01/08/2020,B02
200292314,Medical Incident,01/29/2020,B07
200250182,Medical Incident,01/25/2020,B02
200380283,Medical Incident,02/07/2020,B08
200173417,Medical Incident,01/17/2020,B06
200203215,Medical Incident,01/20/2020,B01
200172126,Medical Incident,01/17/2020,B02
200063387,Medical Incident,01/06/2020,B10
200180321,Medical Incident,01/18/2020,B10
200342361,Medical Incident,02/03/2020,B08
200142865,Medical Incident,01/14/2020,B01
200333631,Structure Fire,02/02/2020,B08
200161426,Medical Incident,01/16/2020,B02
200082713,Structure Fire,01/08/2020,B10
200020076,Medical Incident,01/02/2020,B04
200362620,Traffic Collision,02/05/2020,B02
200122976,Structure Fire,01/12/2020,B04
200351016,Outside Fire,02/04/2020,B03
200082552,Medical Incident,01/08/2020,B03
200212980,Traffic Collision,01/21/2020,B04
200213942,Alarms,01/21/2020,B04
200401232,Medical Incident,02/09/2020,B02
200173272,Medical Incident,01/17/2020,B02
200052691,Outside Fire,01/05/2020,B01
200051893,Medical Incident,01/05/2020,B04
200333473,Medical Incident,02/02/2020,B02
200301382,Alarms,01/30/2020,B09
200252196,Alarms,01/25/2020,B07
200253136,Medical Incident,01/25/2020,B01
200144240,Medical Incident,01/14/2020,B05
200294352,Alarms,01/29/2020,B01
200040509,Medical Incident,01/04/2020,B04
200332112,Medical Incident,02/02/2020,B03
200101543,Citizen Assist / Service Call,01/10/2020,B09
200401555,Gas Leak (Natural and LP Gases),02/09/2020,B07
200112771,Medical Incident,01/11/2020,B01
200133160,Smoke Investigation (Outside),01/13/2020,B10
200052163,Medical Incident,01/05/2020,B09
200302293,Alarms,01/30/2020,B03
200183116,Structure Fire,01/18/2020,B07
200131527,Medical Incident,01/13/2020,B02
200010396,Medical Incident,01/01/2020,B03
200390071,Alarms,02/08/2020,B02
200040503,Medical Incident,01/04/2020,B02
200371838,Medical Incident,02/06/2020,B03
200113026,Medical Incident,01/11/2020,B01
200260976,Medical Incident,01/26/2020,B02
200312846,Medical Incident,01/31/2020,B10
200072600,Medical Incident,01/07/2020,B02
200071475,Medical Incident,01/07/2020,B03
200343381,Medical Incident,02/03/2020,B03
200131846,Medical Incident,01/13/2020,B09
200042216,Medical Incident,01/04/2020,B03
200060497,Medical Incident,01/06/2020,B03
200322370,Medical Incident,02/01/2020,B02
200040143,Alarms,01/04/2020,B01
200091212,Medical Incident,01/09/2020,B02
200014112,Outside Fire,01/01/2020,B01
200031860,Medical Incident,01/03/2020,B02
200300769,Medical Incident,01/30/2020,B03
200350458,Alarms,02/04/2020,B10
200331303,Medical Incident,02/02/2020,B07
200103889,Medical Incident,01/10/2020,B06
200211225,Medical Incident,01/21/2020,B09
200292516,Traffic Collision,01/29/2020,B07
200033432,Alarms,01/03/2020,B04
200090554,Medical Incident,01/09/2020,B03
200232787,Medical Incident,01/23/2020,B04
200293710,Medical Incident,01/29/2020,B05
200172256,Medical Incident,01/17/2020,B06
200172813,Medical Incident,01/17/2020,B06
200231455,Medical Incident,01/23/2020,B02
200304188,Medical Incident,01/30/2020,B03
200043077,Medical Incident,01/04/2020,B03
200330314,Medical Incident,02/02/2020,B01
200073358,Medical Incident,01/07/2020,B03
200153683,Medical Incident,01/15/2020,B03
200050469,Medical Incident,01/05/2020,B08
200020922,Alarms,01/02/2020,B04
200392936,Alarms,02/08/2020,B08
200320136,Medical Incident,02/01/2020,B05
200023682,Medical Incident,01/02/2020,B02
200262323,Medical Incident,01/26/2020,B07
200013196,Medical Incident,01/01/2020,B10
200281981,Medical Incident,01/28/2020,B02
200083436,Medical Incident,01/08/2020,B05
200300953,Medical Incident,01/30/2020,B08
200352839,Medical Incident,02/04/2020,B08
200132002,Structure Fire,01/13/2020,B01
200063985,Medical Incident,01/06/2020,B10
200203409,Outside Fire,01/20/2020,B10
200372769,Medical Incident,02/06/2020,B09
200022508,Medical Incident,01/02/2020,B02
200180463,Medical Incident,01/18/2020,B10
200301469,Medical Incident,01/30/2020,B05
200260580,Medical Incident,01/26/2020,B10
200262800,Alarms,01/26/2020,B09
200023893,Alarms,01/02/2020,B08
200020136,Alarms,01/02/2020,B05
200241557,Medical Incident,01/24/2020,B02
200291784,Medical Incident,01/29/2020,B04
200022724,Medical Incident,01/02/2020,B06
200391890,Medical Incident,02/08/2020,B02
200021581,Medical Incident,01/02/2020,B03
200230267,Outside Fire,01/23/2020,B10
200072561,Medical Incident,01/07/2020,B03
200030131,Medical Incident,01/03/2020,B06
200070213,Medical Incident,01/07/2020,B09
200230427,Medical Incident,01/23/2020,B03
200032595,Water Rescue,01/03/2020,B07
200362322,Medical Incident,02/05/2020,B09
200183042,Medical Incident,01/18/2020,B03
200021845,Medical Incident,01/02/2020,B03
200043609,Medical Incident,01/04/2020,B03
200122783,Citizen Assist / Service Call,01/12/2020,B03
200182238,Alarms,01/18/2020,B01
200080247,Structure Fire,01/08/2020,B02
200140852,Medical Incident,01/14/2020,B09
200060674,Alarms,01/06/2020,B03
200340315,Medical Incident,02/03/2020,B02
200083606,Traffic Collision,01/08/2020,B08
200222790,Medical Incident,01/22/2020,B02
200123642,Medical Incident,01/12/2020,B02
200343830,Medical Incident,02/03/2020,B03
200253770,Medical Incident,01/25/2020,B02
200310733,Structure Fire,01/31/2020,B10
200230880,Medical Incident,01/23/2020,B02
200181185,Medical Incident,01/18/2020,B02
200171770,Elevator / Escalator Rescue,01/17/2020,B04
200010116,Medical Incident,01/01/2020,B04
200133090,Alarms,01/13/2020,B03
200330076,Medical Incident,02/02/2020,B02
200031437,Citizen Assist / Service Call,01/03/2020,B02
200082309,Medical Incident,01/08/2020,B10
200222453,Alarms,01/22/2020,B04
200033578,Medical Incident,01/03/2020,B02
200311771,Medical Incident,01/31/2020,B10
200042894,Outside Fire,01/04/2020,B09
200082823,Medical Incident,01/08/2020,B02
200202025,Medical Incident,01/20/2020,B02
200051270,Medical Incident,01/05/2020,B01
200010469,Medical Incident,01/01/2020,B03
200110420,Structure Fire,01/11/2020,B04
200210081,Medical Incident,01/21/2020,B03
200230355,Medical Incident,01/23/2020,B08
200383055,Medical Incident,02/07/2020,B04
200181345,Structure Fire,01/18/2020,B10
200201202,Medical Incident,01/20/2020,B05
200280576,Alarms,01/28/2020,B09
200351050,Medical Incident,02/04/2020,B03
200212873,Medical Incident,01/21/2020,B03
200010500,Medical Incident,01/01/2020,B03
200211942,Medical Incident,01/21/2020,B06
200133564,Medical Incident,01/13/2020,B03
200010354,Medical Incident,01/01/2020,B02
200172926,Alarms,01/17/2020,B03
200240333,Medical Incident,01/24/2020,B10
200223381,Medical Incident,01/22/2020,B01
200322545,Medical Incident,02/01/2020,B05
200182055,Medical Incident,01/18/2020,B02
200381728,Vehicle Fire,02/07/2020,B07
200304117,Traffic Collision,01/30/2020,B09
200032578,Medical Incident,01/03/2020,B10
200121746,Citizen Assist / Service Call,01/12/2020,B03
200050763,Medical Incident,01/05/2020,B07
200073446,Medical Incident,01/07/2020,B03
200191452,Medical Incident,01/19/2020,B02
200121508,Medical Incident,01/12/2020,B02
200400772,Medical Incident,02/09/2020,B04
200053036,Medical Incident,01/05/2020,B06
200342185,Medical Incident,02/03/2020,B05
200010772,Medical Incident,01/01/2020,B02
200050647,Medical Incident,01/05/2020,B02
200380461,Medical Incident,02/07/2020,B10
200372336,Medical Incident,02/06/2020,B02
200301449,Medical Incident,01/30/2020,B02
200323113,Medical Incident,02/01/2020,B04
200401454,Medical Incident,02/09/2020,B03
200262694,Structure Fire,01/26/2020,B10
200392255,Medical Incident,02/08/2020,B01
